#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_000576947.1       -            299 K20037               -            313   5.7e-84  279.7   0.0   1   1   2.5e-86   6.4e-84  279.6   0.0    11   310     1   297     1   299 0.93 MULTISPECIES: glycyl-radical enzyme activating protein [Salmonella]
WP_000171724.1       -            292 K20037               -            313   6.4e-78  259.9   0.0   1   2   8.9e-29   2.3e-26   90.5   1.3     6    69    18    81    14    84 0.95 MULTISPECIES: [formate-C-acetyltransferase]-activating enzyme [Salmonella]
WP_000171724.1       -            292 K20037               -            313   6.4e-78  259.9   0.0   2   2   6.7e-54   1.7e-51  173.1   0.0    91   309    75   289    74   291 0.99 MULTISPECIES: [formate-C-acetyltransferase]-activating enzyme [Salmonella]
WP_000067973.1       -            265 K20037               -            313   4.7e-60  201.2   3.1   1   2   4.1e-12     1e-09   35.8   1.3    10    49    24    63    15    66 0.86 MULTISPECIES: pyruvate formate lyase 1-activating protein [Salmonella]
WP_000067973.1       -            265 K20037               -            313   4.7e-60  201.2   3.1   2   2   1.2e-51     3e-49  165.7   0.0   111   308    67   263    63   265 0.96 MULTISPECIES: pyruvate formate lyase 1-activating protein [Salmonella]
WP_001064938.1       -            287 K20037               -            313     5e-47  158.4   1.1   1   1   2.5e-49   6.5e-47  158.0   1.1     7   255     3   238     1   255 0.92 MULTISPECIES: YjjW family glycine radical enzyme activase [Salmonella]
WP_000247788.1       -            287 K20037               -            313   2.4e-11   41.1  17.8   1   2   2.9e-07   7.3e-05   19.9   3.4    62   108    24    68    13    78 0.87 MULTISPECIES: 4Fe-4S binding protein [Salmonella]
WP_000247788.1       -            287 K20037               -            313   2.4e-11   41.1  17.8   2   2   7.5e-10   1.9e-07   28.4   4.9    57   109   189   239   182   248 0.89 MULTISPECIES: 4Fe-4S binding protein [Salmonella]
WP_000091673.1       -            231 K20037               -            313   2.2e-08   31.4  10.7   1   2     9e-09   2.3e-06   24.8   0.7    58   110    58   119    52   138 0.84 MULTISPECIES: ferredoxin-type protein NapG [Salmonella]
WP_000091673.1       -            231 K20037               -            313   2.2e-08   31.4  10.7   2   2   7.8e-05      0.02   11.9   3.1    54   105   132   199   126   212 0.67 MULTISPECIES: ferredoxin-type protein NapG [Salmonella]
